,feature,importance
0,is_display_sku,45.09687042236328
1,is_discount_sku,33.00355529785156
2,is_featured_sku,25.534038543701172
3,lag_4_weeks,22.24777603149414
4,sku_id,12.46723747253418
5,store_id,6.159275531768799
6,total_price,4.068788051605225
7,base_price,2.323528528213501
8,cos_month,1.9961535930633545
9,gap_since_lag_1_records,1.6209925413131714
10,cos_week_of_year,1.5506269931793213
11,sin_month,1.4650899171829224
12,sin_week_of_year,1.362858533859253
13,quarter,1.1955100297927856
14,target_changing_rate_per_week_1,0.8513352274894714
15,target_changing_rate_per_week_2,0.8462930917739868
