,feature,importance
0,is_featured_sku,54.71466064453125
1,is_display_sku,40.695186614990234
2,ewma_4_records,40.33283615112305
3,is_discount_sku,34.98332595825195
4,sku_id,6.476737976074219
5,lag_4_weeks,5.245035171508789
6,lag_8_weeks,4.326963901519775
7,total_price,3.830371618270874
8,store_id,3.1974120140075684
9,cos_month,2.368572473526001
10,base_price,1.8679569959640503
11,sin_month,1.8558834791183472
12,gap_since_lag_1_records,1.751578688621521
13,cos_week_of_year,1.7139347791671753
14,sin_week_of_year,1.4768074750900269
15,quarter,1.3363434076309204
16,target_changing_rate_per_week_2,1.2521449327468872
17,target_changing_rate_per_week_1,0.9391505122184753
